Domaine;SEMrushRank;MoyenneClassementGooogle;Frequence;PA;MatchedDomain
www.replay.fr;2035738;7.67741935483871;31;53;https://www.replay.fr
www.ouest-france.fr;55247;6.548387096774194;31;93;https://www.ouest-france.fr
www.facebook.com;6;7.333333333333333;30;96;https://www.facebook.com
www.toutelatele.com;3876963;6.037037037037037;27;69;https://www.toutelatele.com
www.justwatch.com;645;7.111111111111111;27;77;https://www.justwatch.com
www.disneyplus.com;160;7.461538461538462;26;77;https://www.disneyplus.com
www.rmcbfmplay.com;1745272;4.3076923076923075;26;57;https://www.rmcbfmplay.com
www.lefigaro.fr;19674;8.038461538461538;26;93;https://www.lefigaro.fr
www.telestar.fr;1144866;5.24;25;78;https://www.telestar.fr
www.lequipe.fr;23243;4.08;25;83;https://www.lequipe.fr
www.ecranlarge.com;588616;9.130434782608695;23;81;https://www.ecranlarge.com
www.babelio.com;262262;8.0;21;77;https://www.babelio.com
en.wikipedia.org;1;4.15;20;98;https://en.wikipedia.org
www.nrj-play.fr;3514195;6.0;20;57;https://www.nrj-play.fr
www.20minutes.fr;130305;8.666666666666666;18;92;https://www.20minutes.fr
actu.fr;519128;5.588235294117647;17;91;https://actu.fr
fr.vikidia.org;179145;7.470588235294118;17;70;https://fr.vikidia.org
www.instagram.com;7;10.375;16;94;https://www.instagram.com
www.cdiscount.com;70553;7.466666666666667;15;92;https://www.cdiscount.com
www.synonyme-du-mot.com;280055;4.933333333333334;15;null;null
www.radiofrance.fr;110449;6.857142857142857;14;93;https://www.radiofrance.fr
boutique.arte.tv;112573;3.0;14;92;https://boutique.arte.tv
www.elle.fr;144358;8.642857142857142;14;86;https://www.elle.fr
www.filmspourenfants.net;2676185;6.214285714285714;14;35;https://www.filmspourenfants.net
www.linguee.fr;63822;9.0;13;59;https://www.linguee.fr
www.voici.fr;88478;10.153846153846153;13;71;https://www.voici.fr
replay.gulli.fr;1138870;3.5384615384615383;13;62;https://replay.gulli.fr
www.canalj.fr;2245437;7.384615384615385;13;50;https://www.canalj.fr
booknode.com;430278;10.76923076923077;13;57;https://booknode.com
twitter.com;12;7.5;12;94;https://twitter.com
www.nouveautes-tele.com;1821355;6.25;12;52;https://www.nouveautes-tele.com
www.serieously.com;3103744;4.75;12;49;https://www.serieously.com
www.leparisien.fr;45057;5.583333333333333;12;93;https://www.leparisien.fr
www.a-suivre.org;4364275;9.454545454545455;11;49;https://www.a-suivre.org
discoveryfrance.fr;10550630;4.2727272727272725;11;41;https://discoveryfrance.fr
www.cnrtl.fr;46853;7.090909090909091;11;70;https://www.cnrtl.fr
www.rtlplay.be;1013918;7.2727272727272725;11;53;https://www.rtlplay.be
www.joueclub.fr;535411;6.9;10;63;https://www.joueclub.fr
www.eurosport.fr;214043;8.3;10;73;https://www.eurosport.fr
www.ozap.com;2141368;9.8;10;71;https://www.ozap.com
www.lemonde.fr;13457;6.4;10;93;https://www.lemonde.fr
m.youtube.com;2;6.222222222222222;9;100;https://m.youtube.com
www.europe1.fr;71059;4.888888888888889;9;90;https://www.europe1.fr
www.lumni.fr;1216678;5.222222222222222;9;67;https://www.lumni.fr
www.cnews.fr;136633;6.111111111111111;9;80;https://www.cnews.fr
www.premiere.fr;1986629;9.666666666666666;9;79;https://www.premiere.fr
www.primevideo.com;3960;6.222222222222222;9;81;https://www.primevideo.com
www.cairn.info;79063;9.25;8;81;https://www.cairn.info
www.cosmopolitan.fr;454004;7.75;8;78;https://www.cosmopolitan.fr
www.cultura.com;554026;7.5;8;83;https://www.cultura.com
www.lalanguefrancaise.com;64470;8.875;8;55;https://www.lalanguefrancaise.com
www.feminactu.com;4353654;5.75;8;45;https://www.feminactu.com
www.geo.fr;503600;9.25;8;74;https://www.geo.fr
www.tfoumax.fr;6376574;6.5;8;43;https://www.tfoumax.fr
www.bfmtv.com;49414;6.25;8;92;https://www.bfmtv.com
www.dailymotion.com;795;8.857142857142858;7;95;https://www.dailymotion.com
www.francetvinfo.fr;47748;7.0;7;93;https://www.francetvinfo.fr
fr.news.yahoo.com;11;7.285714285714286;7;94;https://fr.news.yahoo.com
www.tv5unis.ca;2136902;7.0;7;56;https://www.tv5unis.ca
www.king-jouet.com;711009;5.571428571428571;7;61;https://www.king-jouet.com
www.lepoint.fr;234878;9.285714285714286;7;91;https://www.lepoint.fr
www.salto.fr;2314308;9.285714285714286;7;55;https://www.salto.fr
www.purebreak.com;2475641;4.714285714285714;7;77;https://www.purebreak.com
xilam.com;462934;3.5714285714285716;7;52;https://xilam.com
www.ladepeche.fr;409717;7.428571428571429;7;91;https://www.ladepeche.fr
www.lagranderecre.fr;1252082;7.5;6;62;https://www.lagranderecre.fr
www.rts.ch;587740;8.333333333333334;6;80;https://www.rts.ch
dictionary.cambridge.org;38;8.166666666666666;6;93;https://dictionary.cambridge.org
podcasts.apple.com;15;7.333333333333333;6;99;https://podcasts.apple.com
www.soap-passion.com;2271949;6.5;6;39;https://www.soap-passion.com
www.bedetheque.com;1385407;6.833333333333333;6;71;https://www.bedetheque.com
www.telequebec.tv;754960;7.666666666666667;6;66;https://www.telequebec.tv
www.dargaud.com;4045428;4.666666666666667;6;65;https://www.dargaud.com
newsactual.fr;3271429;8.0;6;32;https://newsactual.fr
www.francebleu.fr;495057;5.833333333333333;6;84;https://www.francebleu.fr
www.service-public.fr;47846;4.166666666666667;6;93;https://www.service-public.fr
actu.salto.fr;2314308;7.833333333333333;6;55;https://actu.salto.fr
www.telepoche.fr;4384065;8.333333333333334;6;46;https://www.telepoche.fr
www.decitre.fr;784326;7.8;5;70;https://www.decitre.fr
bullesdeculture.com;6673227;6.2;5;44;https://bullesdeculture.com
www.linternaute.fr;30923;5.0;5;75;https://www.linternaute.fr
play.google.com;4;7.2;5;99;https://play.google.com
www.cartoonnetwork.fr;3461587;5.8;5;48;https://www.cartoonnetwork.fr
www.e.leclerc;417349;10.2;5;75;https://www.e.leclerc
fr.bab.la;577;9.0;5;83;https://fr.bab.la
www.magicmaman.com;306386;6.6;5;75;https://www.magicmaman.com
www.bdtheque.com;2756926;7.4;5;46;https://www.bdtheque.com
cuisine.journaldesfemmes.fr;61142;4.8;5;87;https://cuisine.journaldesfemmes.fr
www.serie-news.com;8831179;5.8;5;21;https://www.serie-news.com
cinema.bretagne.bzh;2917152;7.4;5;60;https://cinema.bretagne.bzh
canneseries.com;401052;7.6;5;55;https://canneseries.com
www.purepeople.com;254534;8.0;5;88;https://www.purepeople.com
sports.orange.fr;113998;7.4;5;92;https://sports.orange.fr
www.tf1info.fr;218597;5.4;5;89;https://www.tf1info.fr
www.tv5monde.com;66153;8.0;5;83;https://www.tv5monde.com
www.parents.fr;266711;7.4;5;73;https://www.parents.fr
www.petitpoilu.com;18981680;3.2;5;36;http://www.petitpoilu.com
www.evous.fr;1115678;5.8;5;62;https://www.evous.fr
www.rugbyrama.fr;696995;6.8;5;64;https://www.rugbyrama.fr
www.letelegramme.fr;549870;9.0;4;null;null
www.glenat.com;2809063;6.0;4;64;https://www.glenat.com
fr.wikihow.com;116;5.75;4;93;https://fr.wikihow.com
actualitte.com;2471105;6.75;4;67;https://actualitte.com
dictionnaire.lerobert.com;94741;6.75;4;62;https://dictionnaire.lerobert.com
apps.apple.com;15;9.0;4;99;https://apps.apple.com
www.cinereflex.com;9209427;8.25;4;19;http://www.cinereflex.com
www.lesinrocks.com;1201744;6.75;4;84;https://www.lesinrocks.com
www.cnetfrance.fr;1106324;8.25;4;77;https://www.cnetfrance.fr
www.aufeminin.com;349017;9.5;4;91;https://www.aufeminin.com
revoir.tv5monde.com;66153;8.25;4;83;https://revoir.tv5monde.com
www.parismatch.com;113873;8.0;4;84;https://www.parismatch.com
www.nationalgeographic.fr;1388457;7.0;4;66;https://www.nationalgeographic.fr
www.huffingtonpost.fr;685065;10.75;4;89;https://www.huffingtonpost.fr
rmc.bfmtv.com;49414;7.75;4;92;https://rmc.bfmtv.com
www.marieclaire.fr;248007;8.0;4;78;https://www.marieclaire.fr
www.turbo.fr;1927382;7.25;4;76;https://www.turbo.fr
www.lego.com;236;5.0;4;92;https://www.lego.com
madame.lefigaro.fr;19674;5.0;4;null;null
www.telereplay.fr;4384951;7.75;4;29;https://www.telereplay.fr
www.lnr.fr;1618158;3.0;4;59;https://www.lnr.fr
www.nvidia.com;655;3.75;4;92;https://www.nvidia.com
www.rolandgarros.com;2387;4.25;4;77;https://www.rolandgarros.com
fr.shopping.rakuten.com;2447;9.0;3;91;https://fr.shopping.rakuten.com
www.bibliothequerose.com;6764678;4.666666666666667;3;41;https://www.bibliothequerose.com
www.zed.fr;1235955;4.666666666666667;3;42;https://www.zed.fr
www.ledauphine.com;541312;7.666666666666667;3;null;null
www.crew-united.com;176090;7.333333333333333;3;52;https://www.crew-united.com
auvio.rtbf.be;146906;10.0;3;91;https://auvio.rtbf.be
www.lavoixdunord.fr;80584;4.0;3;79;https://www.lavoixdunord.fr
www.toupie.org;602836;8.666666666666666;3;54;https://www.toupie.org
www.telez.fr;3641782;6.666666666666667;3;47;https://www.telez.fr
www.tiji.fr;4077813;8.333333333333334;3;48;https://www.tiji.fr
fr.aliexpress.com;626;7.666666666666667;3;94;https://fr.aliexpress.com
www.critictoo.com;8044127;9.0;3;57;https://www.critictoo.com
www.sudouest.fr;383309;7.0;3;90;https://www.sudouest.fr
www.universalis.fr;500030;8.666666666666666;3;68;https://www.universalis.fr
www.gala.fr;220295;7.666666666666667;3;83;https://www.gala.fr
www.allodoublage.com;5073266;11.0;3;33;http://www.allodoublage.com
open.spotify.com;55;7.666666666666667;3;93;https://open.spotify.com
rmccrime.bfmtv.com;49414;8.0;3;92;https://rmccrime.bfmtv.com
www.maxicours.com;908428;4.333333333333333;3;null;null
www.futura-sciences.com;233579;10.333333333333334;3;90;https://www.futura-sciences.com
www.nrj.fr;702239;5.666666666666667;3;78;https://www.nrj.fr
photo.caminteresse.fr;817935;8.0;3;62;https://photo.caminteresse.fr
www.rtl.fr;485549;5.666666666666667;3;89;https://www.rtl.fr
www.echosdunet.net;785739;5.0;3;null;null
www.leblogtvnews.com;3084643;5.666666666666667;3;61;https://www.leblogtvnews.com
www.pokepedia.fr;300504;6.0;3;59;https://www.pokepedia.fr
www.societe.com;166070;5.0;3;71;https://www.societe.com
www.jolie-bobine.fr;2894912;4.333333333333333;3;null;null
www.jeuxvideo.com;142068;6.666666666666667;3;89;https://www.jeuxvideo.com
leclaireur.fnac.com;59769;6.333333333333333;3;90;https://leclaireur.fnac.com
www.pinterest.fr;34541;8.666666666666666;3;93;https://www.pinterest.fr
langue-francaise.tv5monde.com;66153;7.333333333333333;3;83;https://langue-francaise.tv5monde.com
dictionnaire.reverso.net;417;8.0;3;88;https://dictionnaire.reverso.net
www.footmercato.net;84954;6.333333333333333;3;73;https://www.footmercato.net
fr.uefa.com;519;8.333333333333334;3;92;https://fr.uefa.com
www.flashscore.fr;177993;9.666666666666666;3;48;https://www.flashscore.fr
mcetv.ouest-france.fr;55247;5.0;3;93;https://mcetv.ouest-france.fr
www.boomerangtv.fr;2476601;5.333333333333333;3;43;https://www.boomerangtv.fr
madelen.ina.fr;937204;7.0;3;79;https://madelen.ina.fr
www.femmeactuelle.fr;144738;5.0;3;83;https://www.femmeactuelle.fr
www.piscines-hdp.com;10714201;6.333333333333333;3;18;https://www.piscines-hdp.com
replay.orange.fr;113998;7.333333333333333;3;92;https://replay.orange.fr
chefsimon.com;332368;7.0;3;65;https://chefsimon.com
www.film-documentaire.fr;3486856;4.333333333333333;3;56;https://www.film-documentaire.fr
bayam.tv;5473885;4.666666666666667;3;53;https://bayam.tv
fr.wikimini.org;3349457;4.666666666666667;3;null;null
www.numerama.com;843945;7.666666666666667;3;79;https://www.numerama.com
www.ocs.fr;2677941;7.333333333333333;3;null;null
www.lodge-coco.com;7654616;6.333333333333333;3;8;https://www.lodge-coco.com
www.cuisineaz.com;203999;9.333333333333334;3;82;https://www.cuisineaz.com
mecaretrosport76.fr;n/a;6.0;3;21;https://mecaretrosport76.fr
www.conseil-constitutionnel.fr;742474;6.666666666666667;3;70;https://www.conseil-constitutionnel.fr
powerrangers.hasbro.com;1324;5.333333333333333;3;82;https://powerrangers.hasbro.com
powerrangers.fandom.com;9;10.333333333333334;3;94;https://powerrangers.fandom.com
www.madmoizelle.com;1099988;6.0;3;79;https://www.madmoizelle.com
whc.unesco.org;1983;7.0;3;93;https://whc.unesco.org
topchef.fandom.com;9;3.3333333333333335;3;94;https://topchef.fandom.com
www.yetili.fr;14523651;4.666666666666667;3;17;http://www.yetili.fr
www.caradisiac.com;971218;6.0;2;77;https://www.caradisiac.com
support.microsoft.com;56;2.5;2;null;null
www.radio-en-ligne.fr;598943;6.5;2;39;https://www.radio-en-ligne.fr
www.chaletdenho.fr;29573488;8.0;2;null;null
www.courrierinternational.com;660136;4.5;2;83;https://www.courrierinternational.com
www.mafamillezen.com;5991921;5.0;2;null;null
www.20min.ch;303572;3.5;2;null;null
www.bd-kids.com;5939581;5.0;2;35;https://www.bd-kids.com
www.bdfugue.com;1958621;11.5;2;null;null
www.idealo.fr;1454693;9.0;2;69;https://www.idealo.fr
svod.gulli.fr;1138870;10.0;2;62;https://svod.gulli.fr
buffy.fandom.com;9;5.5;2;94;https://buffy.fandom.com
store.steampowered.com;115;8.0;2;93;https://store.steampowered.com
www.skylinewebcams.com;15452;5.5;2;71;https://www.skylinewebcams.com
beyblade-shop.com;7798274;5.5;2;18;https://beyblade-shop.com
beyblade.hasbro.com;1324;1.5;2;82;https://beyblade.hasbro.com
www.ebay.fr;115188;10.5;2;90;https://www.ebay.fr
bob-leponge.fandom.com;9;4.5;2;94;https://bob-leponge.fandom.com
bones.hypnoweb.net;1451008;6.5;2;59;https://bones.hypnoweb.net
www.dupuis.com;3512983;8.0;2;63;https://www.dupuis.com
braindamaged.fr;5322182;8.0;2;null;null
francetvstudio.fr;9975601;9.0;2;32;https://francetvstudio.fr
www.palaisdesfestivals.com;708992;3.5;2;58;https://www.palaisdesfestivals.com
www.prismashop.fr;4137062;10.0;2;51;https://www.prismashop.fr
mythologica.fr;2674823;8.5;2;53;https://mythologica.fr
nominis.cef.fr;899451;11.5;2;69;https://nominis.cef.fr
www.mariefrance.fr;1201927;10.5;2;66;https://www.mariefrance.fr
www.persee.fr;515340;3.0;2;null;null
www.herodote.net;1494401;7.5;2;69;https://www.herodote.net
tf1-et-vous.tf1.fr;104070;6.5;2;null;null
actuanews.fr;33231816;7.0;2;38;https://actuanews.fr
fr.quora.com;60;3.0;2;null;null
www.dvdfr.com;5349094;10.5;2;55;https://www.dvdfr.com
www.usineadesign.com;6493665;3.5;2;42;https://www.usineadesign.com
entreprendre.service-public.fr;47846;2.0;2;93;https://entreprendre.service-public.fr
www.demarches.interieur.gouv.fr;113479;7.0;2;87;https://www.demarches.interieur.gouv.fr
www.securite-routiere.gouv.fr;887073;7.5;2;76;https://www.securite-routiere.gouv.fr
www.sortiraparis.com;149220;7.0;2;71;https://www.sortiraparis.com
www.letour.fr;41720;4.0;2;76;https://www.letour.fr
www.1jour1actu.com;356085;6.5;2;null;null
rmcsport.bfmtv.com;49414;9.0;2;null;null
www.latourdesheros.com;8699892;6.5;2;38;http://www.latourdesheros.com
ici.tou.tv;240239;9.5;2;58;https://ici.tou.tv
dictionnaire.sensagent.leparisien.fr;45057;10.0;2;null;null
m.facebook.com;6;5.0;2;96;https://m.facebook.com
www.strate.design;7965240;4.5;2;49;https://www.strate.design
www.paruvendu.fr;483372;3.0;2;74;https://www.paruvendu.fr
www.cidj.com;381608;5.5;2;null;null
rubypayeur.com;1934161;11.0;2;37;https://rubypayeur.com
www.vanityfair.fr;1836849;10.0;2;73;https://www.vanityfair.fr
serieophile.fr;6721371;1.5;2;null;null
www.eklecty-city.fr;2346187;6.0;2;null;null
www.db-z.com;2959253;4.5;2;56;https://www.db-z.com
www.micromania.fr;1047286;11.0;2;65;https://www.micromania.fr
fr.bandainamcoent.eu;4031;10.0;2;80;https://fr.bandainamcoent.eu
drop-dead-diva.fandom.com;9;7.5;2;null;null
www.techno-science.net;539609;10.5;2;67;https://www.techno-science.net
www.journaldesfemmes.fr;61142;8.5;2;87;https://www.journaldesfemmes.fr
www.rcf.fr;2431799;10.5;2;null;null
newsdanciennes.com;7977952;6.0;2;45;https://newsdanciennes.com
guide.benshi.fr;8511872;4.0;2;null;null
www.casterman.com;1538989;9.0;2;65;https://www.casterman.com
etvous.m6.fr;6496967;9.0;2;71;https://etvous.m6.fr
www.public.fr;801899;10.0;2;77;https://www.public.fr
www.capuseen.com;6024211;6.0;2;53;https://www.capuseen.com
www.editions-soleil.fr;5266351;10.5;2;56;https://www.editions-soleil.fr
billetterie.psg.fr;2099;8.0;2;null;null
www.vogue.fr;9357;11.5;2;85;https://www.vogue.fr
wikidoublage.fandom.com;9;7.0;2;null;null
www.nintendo.com;170;8.5;2;91;https://www.nintendo.com
www.xbox.com;167;4.5;2;93;https://www.xbox.com
www.liberation.fr;146640;6.5;2;92;https://www.liberation.fr
herculepoirot.free.fr;33486697;6.0;2;null;null
www.icem-pedagogie-freinet.org;9458997;7.5;2;55;https://www.icem-pedagogie-freinet.org
www.konvert.be;8514720;6.5;2;null;null
www.etudes-litteraires.com;3150469;7.5;2;70;https://www.etudes-litteraires.com
www.etudier.com;918401;4.5;2;null;null
www.bamboo.fr;23496447;5.5;2;55;https://www.bamboo.fr
olympics.com;573;1.5;2;90;https://olympics.com
cnosf.franceolympique.com;2598434;5.5;2;65;https://cnosf.franceolympique.com
www.france-allemagne.fr;7436871;5.0;2;52;https://www.france-allemagne.fr
heros.fandom.com;9;4.5;2;94;https://heros.fandom.com
mediatoon-distribution.com;1430184;8.0;2;33;https://mediatoon-distribution.com
www.ribambel.com;3844491;1.5;2;47;https://www.ribambel.com
www.produits-laitiers.com;4078549;9.0;2;56;https://www.produits-laitiers.com
www.livredepoche.com;1871542;9.5;2;62;https://www.livredepoche.com
www.routard.com;316623;2.5;2;77;https://www.routard.com
www.wapiti-magazine.com;7462851;7.0;2;null;null
actus.sfr.fr;115293;8.0;2;84;https://actus.sfr.fr
www.hww.ca;47357;8.5;2;null;null
lemagdesanimaux.ouest-france.fr;55247;5.5;2;93;https://lemagdesanimaux.ouest-france.fr
www.cc-veron.fr;9261826;4.0;2;29;https://www.cc-veron.fr
www.julieandrieu.com;3622030;4.5;2;52;https://www.julieandrieu.com
www.fredericlenoir.com;4598785;4.5;2;51;https://www.fredericlenoir.com
programme-tv.nouvelobs.com;69167;7.5;2;null;null
www.govoyages.com;407982;7.0;2;null;null
www.gallimard-jeunesse.fr;2529830;9.5;2;66;https://www.gallimard-jeunesse.fr
www.ecoledesloisirs.fr;726070;6.0;2;null;null
www.franceroutes.fr;7327012;5.5;2;41;https://www.franceroutes.fr
fr.legit.ng;1274;7.5;2;86;https://fr.legit.ng
www.lesaccessoires.fr;30252159;9.0;2;null;null
www.disneyphile.fr;6484383;3.5;2;36;https://www.disneyphile.fr
www.tvmaison.com;6953901;4.5;2;22;https://www.tvmaison.com
deco.journaldesfemmes.fr;61142;5.5;2;87;https://deco.journaldesfemmes.fr
www.diffazur.fr;3581259;1.5;2;38;https://www.diffazur.fr
magnum-pi.hypnoweb.net;1451008;6.0;2;59;https://magnum-pi.hypnoweb.net
www.logic-immo.com;427019;6.5;2;59;https://www.logic-immo.com
www.malcolm-france.com;3709338;5.5;2;49;https://www.malcolm-france.com
www.lesechos.fr;137846;7.5;2;91;https://www.lesechos.fr
www.synonymo.fr;282101;10.0;2;null;null
messes.info;6380933;1.5;2;46;https://messes.info
www.imagesdoc.com;3601344;6.5;2;42;https://www.imagesdoc.com
www.maisonducafe.com;3369838;5.0;2;32;https://www.maisonducafe.com
www.750g.com;425833;7.0;2;91;https://www.750g.com
www.demotivateur.fr;754799;10.5;2;74;https://www.demotivateur.fr
castprod.com;4375556;6.0;2;null;null
www.lawandorder-fr.com;36208748;10.5;2;null;null
www.netflix-news.com;4987812;6.0;2;45;https://www.netflix-news.com
prenoms.famili.fr;3281822;6.0;2;60;http://prenoms.famili.fr
www.vie-publique.fr;379316;6.0;2;73;https://www.vie-publique.fr
meltingmots.com;3195095;10.0;2;null;null
www.hulu.com;94;9.0;2;89;https://www.hulu.com
www.tfo.org;2274213;5.0;2;59;https://www.tfo.org
www.boutiquesdemusees.fr;415646;5.5;2;null;null
www.lepetitjuriste.fr;1900618;8.0;2;52;https://www.lepetitjuriste.fr
lcp.fr;7293803;2.5;2;69;https://lcp.fr
riverdale.fandom.com;9;8.5;2;94;https://riverdale.fandom.com
www.prenoms.com;2079975;11.5;2;50;https://www.prenoms.com
www.epcrugby.com;279043;1.5;2;59;https://www.epcrugby.com
www.midi-olympique.fr;2625979;10.5;2;null;null
www.sixnationsrugby.com;56334;2.5;2;69;https://www.sixnationsrugby.com
www.sam-le-pompier.fr;18127547;7.5;2;27;https://www.sam-le-pompier.fr
www.aude.gouv.fr;3995685;7.5;2;null;null
labougieherbivore.com;3842054;8.0;2;26;https://labougieherbivore.com
www.wordreference.com;636;7.5;2;92;https://www.wordreference.com
www.everykid.com;36581753;3.5;2;28;https://www.everykid.com
www.rottentomatoes.com;29;12.5;2;92;https://www.rottentomatoes.com
www.topgear-magazine.fr;12067867;8.0;2;38;https://www.topgear-magazine.fr
www.mister-turbo.com;5682970;5.5;2;39;https://www.mister-turbo.com
www.monpetitforfait.com;1557115;5.0;2;60;https://www.monpetitforfait.com
www.fideliance.fr;34669713;6.0;2;25;https://www.fideliance.fr
www.anglaisfacile.com;340304;1.5;2;null;null
sacotin.com;1664567;4.5;2;33;https://sacotin.com
www.arteradio.com;5891804;6.0;1;64;https://www.arteradio.com
www.44cats.tv;1572401;3.0;1;34;https://www.44cats.tv
memoiresmplille.wordpress.com;34714534;7.0;1;16;https://memoiresmplille.wordpress.com
wonder-day.com;17164;8.0;1;null;null
48heuresparjour.com;23352886;7.0;1;null;null
beta.novascotia.ca;43960;3.0;1;null;null
frenchdistrict.com;276021;4.0;1;null;null
www.secourisme.net;9069208;5.0;1;null;null
www.porsche.com;883;8.0;1;88;https://www.porsche.com
www.911dc.com;27190727;11.0;1;15;https://www.911dc.com
marcthiercelin.com;9664837;3.0;1;11;https://marcthiercelin.com
podcast.ausha.co;853349;6.0;1;69;https://podcast.ausha.co
www.culturecheznous.gouv.fr;11377791;4.0;1;39;https://www.culturecheznous.gouv.fr
www.lucielegrand.com;n/a;5.0;1;null;null
www.microsoft.com;56;1.0;1;99;https://www.microsoft.com
www.ionos.fr;1118955;4.0;1;null;null
www.journaldunet.com;922470;5.0;1;null;null
www.advitamdistribution.com;4852739;1.0;1;49;https://www.advitamdistribution.com
www.academie-francaise.fr;672271;4.0;1;null;null
www.filmparisregion.com;9916678;6.0;1;null;null
advitam.fr;1842594;7.0;1;42;https://advitam.fr
ad-vitam.fr;31416283;9.0;1;null;null
direct-radio.fr;3593742;6.0;1;46;https://direct-radio.fr
www.youlovewords.com;2129212;7.0;1;null;null
www.voxpublic.org;10098756;10.0;1;null;null
radioenlignefrance.com;623310;11.0;1;36;https://radioenlignefrance.com
www.radiofrance.com;4101391;12.0;1;null;null
justabouttv.fr;11405186;5.0;1;null;null
provence-alpes-cotedazur.com;234882;11.0;1;53;https://provence-alpes-cotedazur.com
www.telepro.be;6173263;4.0;1;null;null
ego-productions.com;11017081;13.0;1;null;null
www.universalmusic.fr;4053388;4.0;1;null;null
beta.ataa.fr;33719381;7.0;1;41;https://beta.ataa.fr
americars-strasbourg.com;37433457;2.0;1;12;https://americars-strasbourg.com
www.portail-recrutement-commercial.com;29648732;5.0;1;null;null
www.folimage.fr;10117768;3.0;1;45;https://www.folimage.fr
www.familiscope.fr;2108393;3.0;1;null;null
angelo-la-debrouille.fandom.com;9;4.0;1;null;null
www.la-spa.fr;148407;6.0;1;63;https://www.la-spa.fr
www.superights.net;2806948;5.0;1;27;https://www.superights.net
www.superprodanimation.net;3774299;6.0;1;31;https://www.superprodanimation.net
www.scienceshumaines.com;2531038;7.0;1;null;null
www.betaseries.com;23188;5.0;1;63;https://www.betaseries.com
www.cheval-haute-ecole.com;3125170;4.0;1;null;null
au-galop-stsylvain.fr;36619403;10.0;1;null;null
www.auto-moto.com;662212;2.0;1;71;https://www.auto-moto.com
www.automoto-lachaine.fr;35057699;3.0;1;32;https://www.automoto-lachaine.fr
www.autourdebebe.com;961101;11.0;1;null;null
www.france-voyage.com;60322;12.0;1;null;null
www.history.com;130;8.0;1;92;https://www.history.com
www.observationsociete.fr;5924503;2.0;1;null;null
blog.hubspot.fr;580020;4.0;1;null;null
www.nautiljon.com;145519;9.0;1;null;null
mamanpipelette.fr;12676181;7.0;1;null;null
bakugan-boutique.com;4283331;8.0;1;6;https://www.bakugan-boutique.com
balthazar.org;10471047;10.0;1;null;null
hotel-balthazar.com;5282567;12.0;1;37;https://hotel-balthazar.com
balthazar.fandom.com;9;13.0;1;null;null
budgestudios.com;195803;3.0;1;51;https://budgestudios.com
herverakoto.com;n/a;3.0;1;null;null
baskup.fandom.com;9;12.0;1;null;null
www.hotelnicebeaurivage.com;1273879;1.0;1;43;https://www.hotelnicebeaurivage.com
www.restaurantbeaurivage.fr;21752138;2.0;1;26;https://www.restaurantbeaurivage.fr
www.beau-rivage-hotel.fr;36520038;3.0;1;33;https://www.beau-rivage-hotel.fr
www.beau-rivage.com;414717;4.0;1;52;https://www.beau-rivage.com
www.chateau-beau-rivage.fr;n/a;5.0;1;null;null
